LAUNCH_DATE,LAUNCH_SITE,NORAD_CAT_ID,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,COUNT
1976-05-12,PLMSC,8833,98.42,62.15,1282.0,84.0,21.5992,1
1976-05-13,AFETR,8838,1442.42,11.23,35922.0,35899.0,2.2754,1
1976-05-15,PLMSC,8845,102.02,81.26,883.0,825.0,4.03,1
1976-05-18,PLMSC,8851,87.29,71.03,147.0,134.0,4.606,1
1976-05-20,TYMSC,8853,89.32,64.99,283.0,198.0,0.0,1
1976-05-21,PLMSC,8856,88.79,81.33,228.0,202.0,0.0,1
1976-05-22,AFWTR,8860,105.29,99.86,1039.0,977.0,1.268,1
1976-05-26,PLMSC,8862,89.52,72.82,333.0,168.0,0.0,1
1976-05-28,PLMSC,8865,88.05,74.02,193.0,162.0,6.3038,1
1976-06-02,AFWTR,8871,0.0,0.0,0.0,0.0,0.0,1
1976-06-02,PLMSC,8873,104.85,82.97,1004.0,972.0,1.764,1
1976-06-08,TYMSC,8877,89.43,71.38,325.0,167.0,0.0,1
1976-06-10,AFETR,8882,1501.58,11.29,37592.0,36525.0,3.0563,1
1976-06-15,PLMSC,71140,923.6199999999999,592.0,12018.0,11595.0,5.344,8
1976-06-16,PLMSC,8898,89.29,62.82,301.0,178.0,0.0,1
1976-06-19,PLMSC,8903,88.41,74.0,203.0,189.0,15.6072,1
1976-06-22,TYMSC,8911,88.15,51.56,185.0,182.0,0.0,1
1976-06-24,PLMSC,8914,88.91,81.37,229.0,212.0,0.0,1
1976-06-26,AFETR,8916,1447.58,7.35,36036.0,35986.0,0.0,1
1976-06-29,PLMSC,8923,100.47,74.05,794.0,768.0,1.7502,1
1976-06-29,TYMSC,8922,89.2,64.96,297.0,172.0,0.0,1
1976-07-01,PLMSC,8927,87.26,62.68,144.0,133.0,8.7145,1
1976-07-02,TYMSC,8932,93.15,65.06,443.0,414.0,36.872,1
1976-07-06,TYMSC,8934,89.79,51.59,269.0,259.0,0.0,1
1976-07-08,AFETR,9009,1438.45,11.13,35852.0,35813.0,5.072,1
1976-07-08,AFWTR,27021,88.7,96.86,257.0,163.0,0.0,3
1976-07-08,PLMSC,9011,116.8,65.86,2093.0,981.0,0.796,1
1976-07-14,PLMSC,9019,89.62,72.87,311.0,201.0,0.0,1
1976-07-15,PLMSC,9022,100.29,74.04,781.0,763.0,2.0359,1
1976-07-21,PLMSC,9025,104.8,82.99,1004.0,966.0,2.592,1
1976-07-21,TYMSC,9043,88.6,65.07,276.0,135.0,0.0,1
1976-07-22,AFETR,9047,1440.11,11.16,35881.0,35849.0,1.8769,1
1976-07-22,PLMSC,9046,88.77,67.15,267.0,161.0,0.0,1
1976-07-23,TYMSC,9049,90.81,63.44,496.0,133.0,22.5495,1
1976-07-27,KYMSC,9055,89.39,50.54,247.0,242.0,6.2492,1
1976-07-27,PLMSC,9053,88.24,74.03,192.0,182.0,7.1554,1
1976-07-29,AFWTR,9057,116.34,102.09,1524.0,1508.0,1.6254,1
1976-07-29,PLMSC,9061,104.62,82.93,1007.0,947.0,1.5781,1
1976-08-04,PLMSC,9214,89.3,62.8,313.0,167.0,0.0,1
1976-08-06,AFWTR,9270,94.43,61.82,904.0,78.0,0.0,1
1976-08-09,TYMSC,18656,0.0,0.0,0.0,0.0,0.0,2
1976-08-12,PLMSC,9280,89.51,62.8,296.0,204.0,0.0,1
1976-08-18,PLMSC,9382,88.18,70.94,199.0,170.0,1.9835,1
1976-08-26,PLMSC,9387,87.83,70.91,178.0,157.0,1.215,1
1976-08-27,PLMSC,9389,87.34,81.15,150.0,135.0,23.5116,1
1976-08-28,TYMSC,9391,89.22,64.99,303.0,169.0,0.0,1
1976-08-30,JSC,9394,87.66,69.06,197.0,120.0,5.3085,1
1976-09-01,AFWTR,9403,87.3,89.24,154.0,128.0,3.2146,1
1976-09-01,PLMSC,9398,87.67,62.79,159.0,159.0,0.0,1
1976-09-03,PLMSC,9405,88.86,81.35,265.0,172.0,0.0,1
1976-09-11,AFWTR,9415,100.95,98.3,816.0,790.0,0.0,1
1976-09-11,TYMSC,9416,1436.02,7.44,35897.0,35673.0,0.1428,1
1976-09-15,AFWTR,9426,89.06,96.43,327.0,129.0,0.0,1
1976-09-15,TYMSC,9421,89.5,64.76,254.0,246.0,0.0,1
1976-09-21,PLMSC,9433,89.83,72.87,332.0,200.0,0.0,1
1976-09-22,TYMSC,9435,89.42,65.01,291.0,200.0,0.0,1
1976-09-24,PLMSC,9439,89.52,62.8,325.0,176.0,0.0,1
1976-09-29,PLMSC,9443,100.4,74.05,789.0,767.0,2.0532,1
1976-10-10,TYMSC,9471,89.31,64.99,313.0,168.0,0.0,1
1976-10-14,AFETR,9478,1475.53,9.07,36996.0,36114.0,20.8608,1
1976-10-14,TYMSC,9477,89.64,51.59,267.0,247.0,0.0,1
1976-10-15,PLMSC,9481,102.14,81.22,876.0,844.0,3.7331,1
1976-10-17,TYMSC,9486,104.25,64.7,1018.0,901.0,2.282,1
1976-10-21,TYMSC,9494,104.23,64.86,1007.0,909.0,2.2699,1
1976-10-22,PLMSC,9495,717.14,69.77,36447.0,3876.0,11.7182,1
1976-10-25,PLMSC,9499,89.52,62.8,335.0,166.0,0.0,1
1976-10-26,TYMSC,9503,1436.83,7.53,36089.0,35513.0,3.981,1
1976-10-29,PLMSC,9509,104.7,82.94,1003.0,958.0,2.1255,1
1976-11-01,PLMSC,9515,89.71,72.88,319.0,201.0,0.0,1
1976-11-11,TYMSC,9532,88.38,64.97,218.0,171.0,0.0,1
1976-11-23,PLMSC,9552,92.07,62.82,401.0,351.0,0.0,1
1976-11-25,TYMSC,9557,5715.56,66.86,194893.0,4136.0,0.0,1
1976-11-26,TYMSC,9561,88.52,64.99,212.0,191.0,31.9467,1
1976-11-29,TYMSC,9564,90.62,51.77,310.0,300.0,0.0,1
1976-12-02,PLMSC,19147,178.1,135.9,690.0,220.0,39.0188,2
1976-12-07,JSC,9587,87.9,59.43,196.0,146.0,0.0,1
1976-12-07,PLMSC,76732,921.6899999999999,592.2399999999999,11880.0,11560.0,5.348800000000001,8
1976-12-09,PLMSC,19200,177.18,147.16000000000003,423.0,396.0,1.7157,2
1976-12-15,PLMSC,9610,104.64,82.96,1002.0,953.0,1.7189,1
1976-12-15,TYMSC,19213,177.35,103.2,448.0,388.0,0.0,2
1976-12-17,PLMSC,9615,88.83,65.82,221.0,212.0,14.9187,1
1976-12-17,TYMSC,9614,89.38,65.02,319.0,169.0,0.0,1
1976-12-19,AFWTR,9627,91.64,96.91,363.0,346.0,48.7428,1
1976-12-27,TYMSC,9634,114.63,65.84,2288.0,590.0,4.5123,1
1976-12-28,PLMSC,19272,194.48,144.94,1319.0,1169.0,26.9397,2
1977-01-06,PLMSC,9661,102.59,81.27,889.0,873.0,4.9155,1
1977-01-06,TYMSC,9658,89.36,64.97,319.0,167.0,0.0,1
1977-01-20,PLMSC,9737,104.98,82.96,1012.0,975.0,1.666,1
1977-01-20,TYMSC,9735,89.71,71.38,321.0,200.0,15.241,1
1977-01-28,AFETR,9785,1511.51,11.42,37444.0,37056.0,8.6196,1
1977-02-02,PLMSC,9801,87.03,65.81,134.0,121.0,4.5572,1
1977-02-06,AFETR,9803,1476.48,8.66,36926.0,36221.0,0.0,1
1977-02-07,TYMSC,9804,89.58,51.6,261.0,247.0,0.0,1
1977-02-09,PLMSC,9812,89.62,72.86,345.0,166.0,0.0,1
1977-02-11,PLMSC,9829,718.2,61.21,39908.0,467.0,12.2472,1
1977-02-15,PLMSC,9833,87.41,73.87,161.0,132.0,26.0942,1
1977-02-19,KSCUT,9841,134.1,65.76,3805.0,796.0,1.4266,1
1977-02-21,PLMSC,9846,104.8,82.95,1007.0,964.0,3.135,1
1977-02-23,TANSC,9852,1439.82,9.1,35871.0,35848.0,1.5887,1
1977-02-26,PLMSC,9853,87.56,81.13,158.0,149.0,23.859,1
1977-03-03,PLMSC,9857,89.58,72.89,332.0,175.0,0.0,1
1977-03-10,AFETR,9862,1439.41,11.68,35880.0,35822.0,5.5241,1
1977-03-10,PLMSC,9860,90.3,72.84,410.0,168.0,0.0,1
1977-03-13,AFWTR,9863,88.96,96.43,322.0,125.0,0.0,1
1977-03-17,PLMSC,9871,88.81,81.35,221.0,210.0,0.0,1
1977-03-24,PLMSC,19763,806.48,137.3,39680.0,1074.0,23.4022,2
1977-03-29,PLMSC,9898,87.63,82.91,167.0,147.0,5.7864,1
1977-04-05,PLMSC,19808,190.32999999999998,152.20999999999998,1094.0,996.0,5.428,2
1977-04-07,PLMSC,9908,89.01,81.39,281.0,170.0,0.0,1
1977-04-11,PLMSC,9911,95.63,62.33,996.0,102.0,9.8245,1
1977-04-20,AFETR,9931,734.04,27.53,38399.0,2754.0,4.3042,1
1977-04-20,TYMSC,9930,89.67,71.37,315.0,201.0,0.0,1
1977-04-26,PLMSC,9937,89.12,67.12,295.0,166.0,0.0,1
1977-04-27,KYMSC,9938,88.95,50.63,230.0,215.0,12.9156,1
1977-04-28,PLMSC,9941,718.24,61.27,40063.0,315.0,14.5505,1
1977-05-05,PLMSC,9944,89.44,62.8,330.0,164.0,0.0,1
1977-05-12,AFETR,20001,2998.56,24.21,74262.0,73795.0,11.749,2
1977-05-17,TYMSC,10007,88.76,51.79,257.0,169.0,0.0,1
1977-05-19,PLMSC,10010,117.04,65.86,2112.0,983.0,1.3944,1
1977-05-23,AFETR,10016,1436.55,9.53,41224.0,30367.0,0.0,1
1977-05-23,TYMSC,10014,91.0,65.1,506.0,149.0,0.0,1
1977-05-25,PLMSC,10019,104.71,82.95,999.0,963.0,2.3844,1
1977-05-26,AFETR,10024,1448.12,11.9,36063.0,35980.0,2.3464,1
1977-05-26,PLMSC,10021,88.83,81.36,222.0,211.0,0.0,1
1977-05-30,PLMSC,10028,88.06,74.01,181.0,176.0,13.1096,1
1977-05-31,TYMSC,10030,89.49,65.01,298.0,201.0,0.0,1
1977-06-05,AFWTR,10033,100.73,99.07,822.0,765.0,0.0,1
1977-06-08,PLMSC,10038,89.39,62.81,316.0,172.0,0.0,1
1977-06-10,PLMSC,10040,89.92,62.8,295.0,246.0,0.0,1
1977-06-16,AFETR,10061,1448.68,10.06,36090.0,35975.0,2.5118,1
1977-06-16,PLMSC,10059,717.71,62.35,39994.0,357.0,6.494,1
1977-06-17,KYMSC,10064,87.87,50.62,169.0,169.0,0.9971,1
1977-06-17,TYMSC,10065,87.69,65.07,198.0,123.0,0.0,1
1977-06-18,PLMSC,10070,87.75,70.99,177.0,150.0,1.1906,1
1977-06-22,TYMSC,10086,89.14,64.99,296.0,169.0,0.0,1
1977-06-23,AFWTR,10091,718.35,64.17,20353.0,20030.0,3.033,1
1977-06-24,PLMSC,10095,96.51,75.83,618.0,565.0,2.4311,1
1977-06-24,TYMSC,10092,88.84,62.61,343.0,91.0,24.19,1
1977-06-27,AFWTR,10111,88.52,96.87,246.0,157.0,0.0,1
1977-06-29,TYMSC,10113,87.4,97.29,150.0,142.0,11.6492,1
1977-06-30,PLMSC,10115,89.41,62.81,289.0,202.0,0.0,1
1977-07-01,PLMSC,10120,100.56,74.05,795.0,775.0,1.8433,1
1977-07-04,PLMSC,10129,87.53,73.99,156.0,148.0,3.7801,1
1977-07-07,PLMSC,10134,87.67,81.17,165.0,153.0,15.0053,1
1977-07-08,PLMSC,10137,104.93,82.94,1015.0,967.0,1.6321,1
1977-07-12,PLMSC,10139,89.51,72.88,353.0,147.0,0.0,1
1977-07-13,PLMSC,10141,104.6,82.97,1004.0,947.0,2.061,1
1977-07-14,AFETR,10143,1450.94,10.19,36149.0,36004.0,4.1635,1
1977-07-17,TYMSC,10146,93.43,51.58,448.0,437.0,0.0,1
1977-07-19,PLMSC,10149,88.44,73.98,203.0,191.0,12.444,1
1977-07-20,PLMSC,10150,718.14,68.68,36464.0,3909.0,9.3717,1
1977-07-20,TYMSC,10153,89.15,65.02,319.0,146.0,0.0,1
1977-07-22,PLMSC,10157,88.55,65.82,205.0,201.0,20.909,1
1977-07-23,TYMSC,10159,1435.57,8.05,35809.0,35743.0,1.2589,1
1977-07-27,PLMSC,10164,89.56,62.81,334.0,171.0,0.0,1
1977-07-29,PLMSC,10168,89.01,81.33,240.0,211.0,0.0,1
1977-08-03,PLMSC,10172,90.51,62.8,384.0,216.0,0.0,1
1977-08-12,AFETR,10217,87.63,22.74,157.0,157.0,9.8033,1
1977-08-20,AFETR,10271,0.0,0.0,0.0,0.0,0.0,1
1977-08-24,PLMSC,92586,1009.9599999999999,654.9999999999999,12136.0,11684.0,5.4198,9
1977-08-24,TYMSC,10278,88.72,65.02,218.0,204.0,30.0345,1
1977-08-25,AFETR,10294,1436.11,10.66,35829.0,35745.0,0.1428,1
1977-08-27,PLMSC,10299,89.62,72.84,312.0,199.0,0.0,1
1977-08-30,PLMSC,10315,91.54,62.72,613.0,87.0,17.97,1
1977-09-02,PLMSC,10319,88.75,81.35,218.0,208.0,0.0,1
1977-09-05,AFETR,10321,0.0,0.0,0.0,0.0,0.0,1
1977-09-06,PLMSC,10326,89.1,62.79,295.0,165.0,0.0,1
1977-09-13,PLMSC,20703,193.94,145.78,1276.0,1158.0,3.7372,2
1977-09-16,PLMSC,10359,89.39,62.81,337.0,152.0,0.0,1
1977-09-16,TYMSC,10358,104.08,64.94,983.0,919.0,2.53,1
1977-09-18,TYMSC,10361,87.44,64.95,154.0,142.0,0.0,1
1977-09-20,PLMSC,10362,87.11,81.17,138.0,125.0,20.7681,1
1977-09-20,TYMSC,10365,1436.67,8.16,35946.0,35650.0,2.5119,1
1977-09-22,TYMSC,10370,5679.03,59.46,196617.0,1509.0,2.5179,1
1977-09-23,AFWTR,10374,88.72,96.48,297.0,125.0,0.0,1
1977-09-24,PLMSC,20751,174.7,158.7,298.0,275.0,24.498,2
1977-09-29,TYMSC,10382,89.95,51.62,321.0,222.0,84.4372,1
1977-09-30,TYMSC,10385,89.11,64.97,301.0,160.0,0.0,1
1977-10-09,TYMSC,10401,91.35,51.62,352.0,329.0,0.0,1
1977-10-11,PLMSC,10403,92.28,62.82,421.0,352.0,0.0,1
1977-10-21,PLMSC,10419,87.29,65.8,171.0,110.0,0.0,1
1977-10-22,AFETR,20845,6877.610000000001,17.450000000000003,275917.0,445.0,0.62,2
1977-10-25,PLMSC,10430,87.32,74.0,148.0,135.0,5.0677,1
1977-10-26,TYMSC,10434,90.3,65.8,309.0,291.0,0.0,1
1977-10-28,AFWTR,10457,106.77,89.69,1096.0,1058.0,1.6282,1
1977-10-28,PLMSC,20914,822.86,146.07,40829.0,1508.0,15.372499999999999,2
1977-11-23,AFETR,10489,1437.67,8.92,35870.0,35764.0,2.2413,1
1977-11-24,PLMSC,10491,109.29,82.93,1206.0,1182.0,2.4859,1
1977-12-04,PLMSC,10498,89.57,72.88,343.0,164.0,0.0,1
1977-12-08,AFWTR,42169,414.78999999999996,253.26,5731.0,1737.0,0.0,4
1977-12-08,PLMSC,10501,88.0,73.98,183.0,168.0,15.4902,1
1977-12-10,TYMSC,10506,91.35,51.59,350.0,332.0,0.0,1
1977-12-11,AFETR,10508,0.0,0.0,0.0,0.0,0.0,1
1977-12-12,TYMSC,10510,89.36,65.03,286.0,200.0,0.0,1
1977-12-13,PLMSC,10512,104.73,65.84,1004.0,960.0,1.3514,1
1977-12-14,PLMSC,10514,102.09,81.21,875.0,840.0,4.5824,1
1977-12-15,AFETR,10516,1455.84,10.93,36192.0,36152.0,8.058,1
1977-12-16,PLMSC,10520,100.27,74.03,784.0,759.0,2.0157,1
1977-12-20,PLMSC,10527,89.7,62.81,358.0,162.0,0.0,1
1977-12-21,TYMSC,10531,105.9,65.85,1149.0,924.0,3.878,1
1977-12-23,PLMSC,10536,104.86,82.94,1004.0,972.0,2.0093,1
1977-12-27,PLMSC,10539,103.68,75.83,1154.0,711.0,2.187,1
1977-12-27,TYMSC,10540,89.66,71.43,316.0,200.0,0.0,1
1978-01-06,PLMSC,10554,89.4,62.81,316.0,173.0,0.0,1
1978-01-07,AFETR,10557,1441.26,11.91,35892.0,35883.0,9.9627,1
1978-01-10,PLMSC,95251,1008.97,673.3699999999999,12022.0,11699.0,14.990499999999999,9
1978-01-10,TYMSC,10560,91.17,51.63,338.0,326.0,0.0142,1
1978-01-13,PLMSC,10592,89.34,62.81,282.0,202.0,0.0,1
1978-01-17,PLMSC,10599,104.6,82.94,1014.0,937.0,2.4472,1
1978-01-20,TYMSC,10603,91.21,51.63,344.0,324.0,35.3162,1
1978-01-24,PLMSC,10605,99.92,63.08,1419.0,90.0,29.4722,1
1978-01-24,TYMSC,10607,88.89,65.01,275.0,164.0,18.0179,1
1978-01-26,AFETR,10637,1439.09,40.15,42670.0,29020.0,5.9491,1
1978-01-26,JSC,10611,87.61,57.02,180.0,133.0,3.6686,1
1978-01-31,PLMSC,10639,88.83,62.8,279.0,154.0,0.0,1
1978-02-04,KSCUT,10664,133.89,65.37,3940.0,643.0,1.0127,1
1978-02-08,PLMSC,10666,89.69,72.84,322.0,197.0,0.0,1
1978-02-09,AFETR,10669,1454.47,10.81,36170.0,36121.0,1.9952,1
1978-02-14,TYMSC,10672,88.92,65.04,279.0,163.0,0.0,1
1978-02-16,TANSC,10674,107.17,69.36,1218.0,974.0,1.3385,1
1978-02-17,PLMSC,10676,100.26,74.04,782.0,760.0,2.1645,1
1978-02-22,AFWTR,10684,727.01,63.3,20620.0,20189.0,0.5413,1
1978-02-25,AFWTR,10688,0.0,0.0,0.0,0.0,0.0,1
1978-02-28,PLMSC,10692,104.62,82.99,1003.0,951.0,2.0174,1
1978-03-02,PLMSC,10696,105.0,61.76,1823.0,165.0,25.6045,1
1978-03-02,TYMSC,10694,91.41,51.62,353.0,335.0,0.0,1
1978-03-04,TYMSC,10699,89.54,71.33,305.0,198.0,0.0,1
1978-03-05,AFWTR,21405,206.01,197.98000000000002,1818.0,1785.0,3.2064,2
1978-03-10,PLMSC,10725,89.25,72.85,310.0,165.0,0.0,1
1978-03-15,PLMSC,10731,104.86,82.93,1004.0,972.0,2.0259,1
1978-03-16,AFWTR,21467,88.26,96.3,218.0,159.0,0.0,2
1978-03-17,PLMSC,10735,88.69,81.34,214.0,206.0,0.0,1
1978-03-28,PLMSC,10744,104.61,82.93,1005.0,948.0,2.0,1
1978-03-30,TYMSC,32314,89.54,71.39,320.0,183.0,0.0,3
1978-03-31,AFETR,10778,1435.65,11.72,35791.0,35764.0,1.2589,1
1978-03-31,PLMSC,10776,104.7,82.94,1006.0,955.0,1.4484,1
1978-04-04,TYMSC,10783,90.67,51.62,313.0,302.0,0.0,1
1978-04-06,TYMSC,10785,89.13,65.04,265.0,197.0,0.0,1
1978-04-07,AFETR,21579,2869.2799999999997,15.69,71615.0,71417.0,1.8151,2
1978-04-20,PLMSC,10811,89.11,62.81,301.0,160.0,0.0,1
1978-04-26,AFWTR,10818,87.18,97.63,139.0,130.0,3.9023,1
1978-05-01,AFWTR,10820,100.31,98.52,780.0,767.0,3.3972,1
1978-05-05,PLMSC,10846,89.19,62.81,271.0,199.0,0.0,1
1978-05-11,AFETR,10855,1452.46,11.32,36136.0,36076.0,1.0,1
1978-05-12,PLMSC,21722,175.15,147.0,319.0,299.0,14.7959,2
1978-05-13,AFWTR,10893,714.19,63.77,21427.0,18751.0,0.5012,1
1978-05-16,PLMSC,10895,89.46,72.84,332.0,164.0,0.0,1
1978-05-17,PLMSC,10898,89.64,74.01,262.0,251.0,7.2697,1
1978-05-19,TYMSC,10904,108.63,65.87,1362.0,965.0,0.0,1
1978-05-20,AFETR,10911,0.0,0.0,0.0,0.0,0.0,1
1978-05-23,PLMSC,21832,193.36,164.29000000000002,1219.0,1158.0,2.0622,2
1978-05-25,PLMSC,10919,88.9,62.81,246.0,194.0,0.0,1
1978-06-02,PLMSC,10925,718.15,63.08,39415.0,958.0,14.9622,1
1978-06-07,PLMSC,87468,924.35,592.2199999999999,12049.0,11632.0,5.4602,8
1978-06-10,AFETR,10941,0.0,0.0,0.0,0.0,0.0,1
1978-06-10,TYMSC,10939,89.29,65.03,312.0,167.0,0.0,1
1978-06-12,PLMSC,10944,89.58,72.86,342.0,165.0,0.0,1
1978-06-14,AFWTR,10947,90.24,96.93,296.0,277.0,35.1875,1
1978-06-15,TYMSC,10952,91.4,51.64,352.0,335.0,0.0,1
1978-06-16,AFETR,10953,1449.29,10.38,36056.0,36033.0,3.0518,1
1978-06-21,PLMSC,10961,100.24,74.08,782.0,757.0,2.742,1
1978-06-27,AFWTR,10967,99.73,107.99,747.0,744.0,9.412,1
1978-06-27,TYMSC,10968,90.13,51.63,306.0,256.0,0.0,1
1978-06-28,PLMSC,21943,805.2,144.79,39391.0,1248.0,23.8389,2
1978-06-29,AFETR,10975,1451.65,12.33,36167.0,36014.0,4.0597,1
1978-07-02,TYMSC,10977,88.98,51.78,243.0,205.0,0.0,1
1978-07-07,TYMSC,10979,91.06,51.63,332.0,321.0,0.0,1
1978-07-14,AFETR,10981,1448.95,9.37,36049.0,36026.0,1.9992,1
1978-07-14,PLMSC,10984,98.25,61.76,1274.0,76.0,12.9026,1
1978-07-18,TYMSC,10987,1437.02,8.67,35841.0,35768.0,1.0,1
1978-07-27,PLMSC,10991,104.61,82.93,997.0,956.0,1.6896,1
1978-08-05,AFWTR,10993,0.0,0.0,0.0,0.0,0.0,1
1978-08-05,PLMSC,10995,89.49,67.13,344.0,154.0,0.0,1
1978-08-07,TYMSC,10999,88.8,51.61,222.0,209.0,0.0,1
1978-08-08,AFETR,59419,0.0,0.0,0.0,0.0,0.0,5
1978-08-12,AFETR,11004,0.0,0.0,0.0,0.0,0.0,1
1978-08-22,PLMSC,11007,545.06,62.31,31358.0,92.0,14.6905,1
1978-08-26,TYMSC,11010,91.74,51.64,361.0,359.0,0.0,1
1978-08-29,PLMSC,11012,89.71,62.8,353.0,168.0,0.0,1
1978-09-06,PLMSC,11015,92.77,61.68,676.0,145.0,11.1693,1
1978-09-09,PLMSC,11022,89.54,62.82,338.0,165.0,0.0,1
1978-09-09,TYMSC,23047,0.0,0.0,0.0,0.0,0.0,2
1978-09-14,TYMSC,23053,0.0,0.0,0.0,0.0,0.0,2
1978-09-16,KSCUT,11027,88.18,30.98,253.0,116.0,0.7139,1
1978-09-19,PLMSC,11029,88.52,81.34,202.0,200.0,0.0,1
1978-10-03,PLMSC,11039,88.61,81.36,214.0,198.0,0.0,1
1978-10-03,TYMSC,11040,89.91,51.64,354.0,186.0,0.0,1
1978-10-04,PLMSC,88371,923.8299999999999,592.3000000000001,11995.0,11639.0,5.4716000000000005,8
1978-10-06,PLMSC,11052,89.41,62.81,325.0,166.0,0.0,1
1978-10-07,AFWTR,11054,744.17,63.91,21080.0,20569.0,0.5283,1
1978-10-10,PLMSC,11055,87.19,81.12,139.0,132.0,14.5496,1
1978-10-13,AFWTR,11060,101.53,98.65,839.0,823.0,4.08,1
1978-10-13,PLMSC,11057,351.35,63.0,19694.0,537.0,13.5756,1
1978-10-17,PLMSC,11065,89.16,62.82,271.0,195.0,0.0,1
1978-10-24,AFWTR,22161,207.94,199.04,1921.0,1863.0,11.4452,2
1978-10-24,PLMSC,22192,174.42000000000002,165.78,288.0,257.0,11.468,2
1978-10-26,PLMSC,33255,361.0,247.64999999999998,5118.0,5056.0,4.907,3
1978-10-30,TYMSC,11088,5886.49,69.55,203053.0,178.0,0.31,1
1978-11-01,PLMSC,11098,89.55,72.87,307.0,198.0,0.0,1
1978-11-13,AFETR,11101,87.94,23.49,174.0,171.0,26.5101,1
1978-11-15,PLMSC,11108,89.58,72.86,340.0,167.0,0.0,1
1978-11-16,PLMSC,11111,100.4,74.03,788.0,766.0,2.1281,1
1978-11-19,AFETR,11115,1462.21,11.99,36308.0,36284.0,7.0579,1
1978-11-21,PLMSC,11118,89.48,72.87,330.0,167.0,0.0,1
1978-11-28,PLMSC,11121,89.35,62.81,321.0,164.0,0.0,1
1978-12-05,PLMSC,89052,923.1600000000001,592.12,11997.0,11577.0,5.4579,8
1978-12-07,PLMSC,11137,89.84,62.81,366.0,168.0,0.0,1
1978-12-08,TYMSC,11139,89.19,65.03,272.0,197.0,0.0,1
1978-12-11,AFWTR,11141,746.52,62.85,21231.0,20532.0,0.4658,1
1978-12-14,AFETR,22289,2994.17,25.42,74094.0,73785.0,10.1112,2
1978-12-14,PLMSC,11148,89.46,62.81,298.0,198.0,0.0,1
1978-12-15,PLMSC,11150,87.54,74.0,159.0,146.0,8.69,1
1978-12-16,AFETR,11153,1442.68,12.26,35979.0,35852.0,7.2712,1
1978-12-19,PLMSC,11155,87.21,81.15,141.0,132.0,14.2344,1
1978-12-19,TYMSC,11158,1436.03,11.14,50563.0,21007.0,2.5118,1
1978-12-20,PLMSC,11161,87.41,82.88,149.0,144.0,6.16,1
1978-12-22,KYMSC,11163,87.93,50.66,181.0,163.0,0.0,1
1978-12-23,PLMSC,11165,102.01,81.24,889.0,818.0,4.25,1
1978-12-26,PLMSC,22337,198.81,145.78,1568.0,1323.0,2.7752,2
1978-12-28,PLMSC,11173,89.59,62.82,272.0,236.0,0.0,1
1979-01-11,PLMSC,11229,89.34,62.8,283.0,201.0,0.0,1
1979-01-13,PLMSC,11233,90.07,62.81,393.0,163.0,0.0,1
1979-01-16,PLMSC,11238,104.79,82.94,1012.0,957.0,3.2404,1
1979-01-18,PLMSC,11240,96.6,61.95,1110.0,81.0,17.3038,1
1979-01-25,TYMSC,11251,93.37,97.72,450.0,430.0,5.415,1
1979-01-30,AFETR,11256,1418.3,13.53,42637.0,28238.0,3.2195,1
1979-01-30,PLMSC,11255,89.82,62.8,376.0,156.0,0.0,1
1979-01-31,TYMSC,11259,91.59,51.66,359.0,346.0,0.0,1
1979-02-06,TANSC,11261,854.2,10.32,34239.0,12648.0,0.2528,1
1979-02-08,PLMSC,11262,87.71,65.78,166.0,156.0,2.6844,1
1979-02-12,PLMSC,11266,87.09,82.46,139.0,121.0,15.9601,1
1979-02-13,PLMSC,11268,87.28,81.14,148.0,132.0,13.3653,1
1979-02-18,WLPIS,11270,87.51,54.91,156.0,146.0,5.0253,1
1979-02-21,KSCUT,11272,87.44,29.87,148.0,147.0,0.6303,1
1979-02-21,TYMSC,11273,1435.41,8.96,35927.0,35619.0,5.0118,1
1979-02-22,PLMSC,11276,88.31,72.86,226.0,155.0,0.0,1
1979-02-24,AFWTR,11278,87.09,97.79,141.0,120.0,4.1395,1
1979-02-25,TYMSC,11281,91.17,51.63,337.0,327.0,0.0,1
1979-02-27,PLMSC,22568,176.33,141.05,446.0,290.0,12.6753,2
1979-03-01,PLMSC,11288,101.99,81.22,871.0,835.0,4.5669,1
1979-03-12,TYMSC,11292,91.3,51.63,347.0,330.0,0.0,1
1979-03-14,PLMSC,11294,88.39,72.85,239.0,151.0,0.0,1
1979-03-15,PLMSC,90396,922.43,592.25,11915.0,11589.0,5.3685,8
1979-03-16,AFWTR,22611,88.66,96.22,253.0,164.0,0.0,2
1979-03-21,PLMSC,11308,104.71,82.98,998.0,964.0,1.9191,1
1979-03-31,PLMSC,11313,89.53,72.85,307.0,196.0,0.31,1
1979-04-07,PLMSC,11320,104.75,82.93,1005.0,960.0,1.9187,1
1979-04-10,TYMSC,11324,90.98,51.64,353.0,292.0,0.0,1
1979-04-11,PLMSC,11326,104.7,82.95,1003.0,958.0,1.4974,1
1979-04-12,PLMSC,11328,100.48,63.68,1462.0,100.0,1.26,1
1979-04-14,PLMSC,11331,87.41,81.19,153.0,140.0,10.8526,1
1979-04-18,TYMSC,11333,87.6,65.05,164.0,147.0,0.0,1
1979-04-20,PLMSC,11335,92.26,72.85,418.0,353.0,0.0,1
1979-04-25,TYMSC,22689,1525.3899999999999,74.18,36072.0,35998.0,0.1428,2
1979-04-27,PLMSC,11348,89.12,62.78,298.0,164.0,0.0,1
